song_popularity;song_duration_ms;acousticness;danceability;energy;instrumentalness;key;liveness;loudness;audio_mode;speechiness;tempo;time_signature;audio_valence
73.00;163250.00;0.0406;0.78;0.7979999999999999;6.31e-05;1.00;0.0733;-5151.00;0.00;0.0613;78969.00;4.00;0.7709999999999999
87.00;197993.00;0.129;0.72;0.807;0.0;11.00;0.183;-4.59;0.00;0.0432;124946.00;4.00;0.305
79.00;229360.00;0.0921;0.72;0.802;0.0;1.00;0.6940000000000001;-5797000000000000.00;1.00;0.0582;12404300000000000.00;4.00;0.723
80.00;204400.00;0.0485;0.76;0.588;0.0;9.00;0.0847;-7082000000000000.00;1.00;0.0775;10297400000000000.00;4.00;0.384
87.00;244960.00;0.414;0.748;0.524;0.0;8.00;0.111;-5599.00;1.00;0.0338;95.01;4.00;0.6609999999999999
46.00;174800.00;0.0393;0.659;0.7170000000000001;0.0;8.00;0.0769;-4202.00;1.00;0.0581;103036.00;4.00;0.71
65.00;277506.00;0.21899999999999997;0.562;0.43700000000000006;2.18e-05;0.00;0.0806;-10229.00;1.00;0.052000000000000005;124852.00;4.00;0.15
78.00;216391.00;0.33399999999999996;0.33399999999999996;0.617;0.0;6.00;0.163;-5834.00;0.00;0.38299999999999995;85227.00;4.00;0.603
28.00;201122.00;0.133;0.6940000000000001;0.7120000000000001;0.0;7.00;0.21100000000000002;-3923.00;0.00;0.046;98022.00;4.00;0.799
84.00;187973.00;0.106;0.444;0.8190000000000001;0.0;10.00;0.107;-4078.00;0.00;0.341;82695.00;4.00;0.747
84.00;208373.00;0.157;0.532;0.8690000000000001;0.0050799999999999994;11.00;0.136;-5094000000000000.00;1.00;0.172;159803.00;4.00;0.42200000000000004
27.00;288876.00;0.0533;0.599;0.667;0.0;7.00;0.134;-42670000000000000.00;1.00;0.0367;80984.00;4.00;0.8170000000000001
81.00;222160.00;0.19899999999999998;0.63;0.9279999999999999;0.124;9.00;0.14800000000000002;-2787.00;0.00;0.0331;123963.00;4.00;0.465
24.00;214866.00;0.281;0.718;0.609;32900000000.00;0.00;0.23399999999999999;-4699.00;0.00;0.0429;122948.00;4.00;0.49700000000000005
40.00;189029.00;0.0178;0.5479999999999999;0.701;1.34e-05;11.00;0.134;-4862.00;0.00;0.0914;10423700000000000.00;4.00;0.309
75.00;257200.00;0.0117;0.42100000000000004;0.7909999999999999;148000000000.00;9.00;0.146;-4998.00;1.00;0.0496;130075.00;4.00;0.499
80.00;190185.00;0.106;0.616;0.43200000000000005;0.0;7.00;0.132;-9546.00;1.00;0.133;8477800000000000.00;4.00;0.302
71.00;199320.00;0.28300000000000003;0.703;0.747;0.0;0.00;0.396;-4446000000000000.00;0.00;0.0895;149974.00;4.00;0.7
84.00;226160.00;0.0513;0.65;0.736;0.0;6.00;0.235;-5.84;0.00;0.22899999999999998;159174.00;4.00;0.612
70.00;245040.00;0.069;0.599;0.8029999999999999;0.13699999999999998;0.00;0.129;-3641.00;0.00;0.0986;126057.00;4.00;0.233
78.00;212647.00;0.00868;0.565;0.8490000000000001;4.68e-06;0.00;0.12;-3516.00;0.00;0.0517;10203400000000000.00;4.00;0.42700000000000005
78.00;214647.00;0.18899999999999997;0.965;0.414;0.0;1.00;0.0767;-64080000000000000.00;1.00;0.0713;12103200000000000.00;4.00;0.728
72.00;182587.00;0.892;0.691;0.271;0.0;6.00;0.109;-7583000000000000.00;1.00;0.0335;89.99;4.00;0.5479999999999999
87.00;174860.00;0.49;0.755;0.625;0.0;2.00;0.157;-7114.00;1.00;0.0896;147.02;4.00;0.374
86.00;220850.00;0.0112;0.578;0.6940000000000001;0.0;5.00;0.102;-5351.00;1.00;0.0706;129921.00;4.00;0.268
56.00;200733.00;0.54;0.723;0.569;0.0;2.00;0.106;-6.21;1.00;0.0792;9799800000000000.00;4.00;0.445
83.00;274693.00;0.669;0.494;0.637;0.0;5.00;0.0882;-6381.00;1.00;0.0333;147924.00;4.00;0.1
51.00;183741.00;0.33799999999999997;0.429;0.363;0.000343;0.00;0.128;-7539.00;1.00;0.0327;75483.00;4.00;0.16
72.00;186463.00;0.153;0.445;0.35700000000000004;0.0;7.00;0.35600000000000004;-9163.00;1.00;0.0445;147062.00;4.00;0.159
64.00;193480.00;0.657;0.5720000000000001;0.361;0.0;6.00;0.278;-12198.00;1.00;0.0418;99611.00;4.00;0.5489999999999999
75.00;197369.00;0.5579999999999999;0.741;0.466;0.0;4.00;0.0583;-7258000000000000.00;1.00;0.0357;10205800000000000.00;4.00;0.35100000000000003
29.00;175805.00;0.408;0.82;0.6920000000000001;0.0;3.00;0.0929;-6164.00;1.00;0.11;105131.00;4.00;0.7390000000000001
67.00;172199.00;0.785;0.88;0.245;3.19e-05;9.00;0.0979;-10245.00;1.00;0.446;76006.00;4.00;0.638
96.00;196373.00;0.6970000000000001;0.5529999999999999;0.586;0.0;11.00;0.0813;-6319.00;1.00;0.0362;126684.00;4.00;0.44299999999999995
65.00;234080.00;0.738;0.489;0.35700000000000004;0.0;0.00;0.105;-60330000000000000.00;1.00;0.0263;8193700000000000.00;4.00;0.23600000000000002
87.00;205463.00;0.161;0.55;0.415;0.0;9.00;0.10800000000000001;-6557.00;0.00;0.052000000000000005;172065.00;4.00;0.27399999999999997
76.00;208000.00;0.693;0.47;0.221;0.0;5.00;0.10400000000000001;-9243.00;1.00;0.0371;133714.00;4.00;0.264
25.00;192920.00;0.8029999999999999;0.72;0.316;0.00016;8.00;0.154;-12532.00;0.00;0.0414;98925.00;4.00;0.442
67.00;181974.00;0.132;0.65;0.527;0.0;5.00;0.0902;-7465.00;0.00;0.532;120094.00;5.00;0.705
28.00;210666.00;0.635;0.54;0.439;1.93e-05;10.00;0.0993;-8591000000000000.00;1.00;0.115;167908.00;4.00;0.371
85.00;217212.00;0.439;0.573;0.34;0.0;7.00;0.0886;-6476.00;1.00;0.0301;95787.00;4.00;0.304
73.00;144720.00;0.797;0.376;0.21100000000000002;0.0;4.00;0.196;-11665.00;1.00;0.0364;94.7;3.00;0.228
67.00;211567.00;0.64;0.536;0.426;5.88e-06;7.00;0.147;-10446.00;1.00;0.12300000000000001;135872.00;4.00;0.375
61.00;179013.00;0.128;0.809;0.5920000000000001;2.13e-06;0.00;0.0926;-7359.00;1.00;0.237;14997800000000000.00;4.00;0.637
61.00;190280.00;0.0866;0.7070000000000001;0.6759999999999999;0.0;1.00;0.125;-5578000000000000.00;1.00;0.17600000000000002;95027.00;4.00;0.93
49.00;212867.00;0.66;0.645;0.47100000000000003;0.011000000000000001;0.00;0.10800000000000001;-66980000000000000.00;0.00;0.057999999999999996;96221.00;4.00;0.44299999999999995
70.00;273866.00;0.452;0.42700000000000005;0.299;0.000126;9.00;0.209;-8055.00;0.00;0.0275;147996.00;3.00;0.109
84.00;197893.00;0.7979999999999999;0.397;0.303;4.16e-06;1.00;0.0824;-10413.00;1.00;0.11;170.22;3.00;0.17
59.00;189400.00;0.42200000000000004;0.674;0.586;0.00242;1.00;0.14800000000000002;-76980000000000000.00;0.00;0.0721;107926.00;4.00;0.305
50.00;199586.00;0.11900000000000001;0.624;0.491;0.0;1.00;0.0695;-6245.00;0.00;0.0503;78119.00;4.00;0.28600000000000003
59.00;175615.00;0.122;0.518;0.795;0.0;0.00;0.29100000000000004;-42860000000000000.00;1.00;0.0382;106979.00;3.00;0.513
63.00;247842.00;0.0509;0.381;0.48100000000000004;0.0;4.00;0.1;-5.82;1.00;0.0365;123.09;4.00;0.162
46.00;198693.00;0.0848;0.654;0.429;0.0;10.00;0.133;-10247.00;1.00;0.0335;105009.00;4.00;0.11900000000000001
80.00;212745.00;0.32799999999999996;0.631;0.44;0.0;1.00;0.239;-59480000000000000.00;1.00;0.027999999999999997;136033.00;4.00;0.418
70.00;222533.00;0.19899999999999998;0.41700000000000004;0.6729999999999999;0.0;6.00;0.128;-7719000000000000.00;1.00;0.0497;108994.00;4.00;0.314
70.00;181360.00;0.172;0.564;0.47200000000000003;1.12e-06;0.00;0.10800000000000001;-4167.00;1.00;0.0369;69942.00;4.00;0.306
27.00;221946.00;0.0178;0.62;0.6940000000000001;0.0;10.00;0.19;-3739.00;0.00;0.0311;9800200000000000.00;4.00;0.319
64.00;235146.00;0.1;0.45799999999999996;0.813;0.0;11.00;0.188;-2697.00;1.00;0.0566;139886.00;4.00;0.314
90.00;200185.00;0.934;0.35100000000000003;0.29600000000000004;0.0;4.00;0.095;-10109.00;0.00;0.0333;11528400000000000.00;4.00;0.12
59.00;186653.00;0.268;0.557;0.35200000000000004;8.16e-06;4.00;0.11599999999999999;-7956.00;1.00;0.0716;77937.00;4.00;0.337
72.00;217293.00;0.536;0.636;0.433;0.0;10.00;0.12300000000000001;-8346.00;1.00;0.0614;75.02;3.00;0.23399999999999999
82.00;179997.00;0.82;0.6809999999999999;0.34;0.0;7.00;0.285;-8617.00;1.00;0.0339;129.98;4.00;0.41700000000000004
47.00;230373.00;0.0136;0.621;0.742;0.000178;4.00;0.258;-6654.00;1.00;0.0351;155002.00;4.00;0.442
42.00;201000.00;0.099;0.758;0.568;3.41e-05;5.00;0.0775;-6016.00;1.00;0.157;89.97;4.00;0.535
57.00;225029.00;0.581;0.557;0.446;3.33e-06;0.00;0.0637;-9196.00;1.00;0.0464;104.03;4.00;0.266
51.00;189424.00;0.8220000000000001;0.575;0.37799999999999995;0.0;5.00;0.34700000000000003;-8562000000000000.00;1.00;0.0278;10404900000000000.00;4.00;0.564
52.00;192840.00;0.198;0.747;0.544;2.48e-05;2.00;0.133;-7331.00;1.00;0.0489;106959.00;4.00;0.455
29.00;208214.00;0.0914;0.6559999999999999;0.514;0.0;5.00;0.057999999999999996;-5.27;1.00;0.0672;120073.00;4.00;0.818
63.00;159400.00;0.809;0.736;0.45;0.0;2.00;0.10800000000000001;-9406.00;1.00;0.228;153888.00;4.00;0.6629999999999999
50.00;224421.00;0.311;0.688;0.662;0.0;0.00;0.11900000000000001;-5639000000000000.00;0.00;0.0384;139846.00;4.00;0.40700000000000003
30.00;236525.00;0.902;0.5760000000000001;0.29100000000000004;0.0;10.00;0.10300000000000001;-78260000000000000.00;1.00;0.0302;67887.00;4.00;0.28300000000000003
47.00;209943.00;0.449;0.33299999999999996;0.389;0.0;9.00;0.0919;-73260000000000000.00;1.00;0.0353;165419.00;4.00;0.247
73.00;217633.00;0.0632;0.5539999999999999;0.667;143000000000.00;7.00;0.0686;-9343.00;1.00;0.0439;10001700000000000.00;4.00;0.281
55.00;269746.00;0.203;0.7709999999999999;0.37799999999999995;92600000000.00;2.00;0.0956;-8175.00;1.00;0.0446;116012.00;4.00;0.0392
51.00;191861.00;0.833;0.691;0.34299999999999997;1.09e-06;7.00;0.132;-8954.00;1.00;0.0387;150922.00;3.00;0.441
70.00;184880.00;0.49;0.733;0.5329999999999999;0.0;4.00;0.171;-6971.00;1.00;0.0357;104506.00;4.00;0.483
93.00;201287.00;0.28600000000000003;0.672;0.735;0.0;5.00;0.242;-47330000000000000.00;1.00;0.0457;115741.00;4.00;0.754
70.00;181360.00;0.366;0.451;0.528;0.0;2.00;0.0811;-6984.00;1.00;0.0364;139.28;5.00;0.527
55.00;202440.00;0.81;0.732;0.6459999999999999;4.8e-06;8.00;0.109;-6233.00;1.00;0.0493;8804900000000000.00;4.00;0.532
59.00;207678.00;0.264;0.623;0.7809999999999999;0.0;7.00;0.258;-6806.00;1.00;0.102;8768300000000000.00;4.00;0.8290000000000001
50.00;219807.00;0.536;0.805;0.496;0.0;7.00;0.125;-7702000000000000.00;1.00;0.0595;126104.00;4.00;0.545
43.00;192146.00;0.40299999999999997;0.848;0.47600000000000003;0.0;10.00;0.187;-6854.00;0.00;0.207;120101.00;4.00;0.498
47.00;195676.00;0.57;0.493;0.445;0.0;7.00;0.11;-71130000000000000.00;1.00;0.0364;81581.00;4.00;0.392
74.00;215688.00;0.344;0.7829999999999999;0.465;0.0;4.00;0.0875;-7335.00;0.00;0.0471;13803800000000000.00;4.00;0.48
72.00;217167.00;0.743;0.684;0.259;0.0;4.00;0.0751;-11053000000000000.00;0.00;0.049;138014.00;4.00;0.0515
56.00;207410.00;0.318;0.5770000000000001;0.503;0.0;8.00;0.109;-5915.00;1.00;0.0319;105025.00;4.00;0.247
69.00;202721.00;0.938;0.665;0.287;0.149;8.00;0.10300000000000001;-14923.00;1.00;0.04;133924.00;4.00;0.386
72.00;182906.00;0.259;0.799;0.373;0.0;7.00;0.166;-8999.00;1.00;0.0558;98035.00;4.00;0.534
60.00;217560.00;0.267;0.6409999999999999;0.75;0.000294;7.00;0.396;-4935.00;1.00;0.0313;14795600000000000.00;4.00;0.634
62.00;170413.00;0.00469;0.39299999999999996;0.855;0.0;6.00;0.0735;-4329.00;1.00;0.122;74304.00;4.00;0.32799999999999996
76.00;281235.00;0.762;0.34299999999999997;0.35700000000000004;2.86e-06;7.00;0.0933;-7278.00;1.00;0.037000000000000005;7576100000000000.00;3.00;0.247
69.00;208260.00;0.256;0.389;0.479;0.0;5.00;0.124;-8029.00;1.00;0.0438;152309.00;4.00;0.301
80.00;286928.00;0.701;0.5589999999999999;0.42200000000000004;1.99e-06;11.00;0.0853;-11.89;1.00;0.195;74002.00;4.00;0.191
48.00;188280.00;0.244;0.506;0.611;3.97e-06;8.00;0.105;-7844000000000000.00;1.00;0.11199999999999999;68443.00;1.00;0.285
45.00;190866.00;0.0617;0.6459999999999999;0.6579999999999999;0.0;7.00;0.0692;-4678.00;1.00;0.052000000000000005;92001.00;4.00;0.44
79.00;181913.00;0.645;0.547;0.289;0.0;0.00;0.14800000000000002;-8131.00;1.00;0.0348;104851.00;3.00;0.213
70.00;230640.00;0.35;0.391;0.649;0.0001;3.00;0.23800000000000002;-6935.00;0.00;0.0395;17324900000000000.00;4.00;0.201
63.00;227097.00;0.39;0.7509999999999999;0.39399999999999996;0.0;7.00;0.121;-6.56;1.00;0.0519;13589600000000000.00;4.00;0.12
52.00;198453.00;0.0616;0.742;0.693;2.16e-06;5.00;0.115;-5494.00;1.00;0.0408;95995.00;4.00;0.5489999999999999
74.00;175240.00;0.456;0.8490000000000001;0.493;0.000463;1.00;0.133;-4.1;0.00;0.0417;97012.00;4.00;0.447
36.00;204774.00;0.0707;0.5660000000000001;0.647;4.32e-06;7.00;0.205;-10277000000000000.00;0.00;0.0812;154923.00;4.00;0.198
67.00;174774.00;0.00418;0.629;0.596;0.0;0.00;0.28600000000000003;-4.44;1.00;0.193;172032.00;4.00;0.649
75.00;241910.00;0.0069700000000000005;0.43700000000000006;0.7190000000000001;3.86e-05;6.00;0.0765;-4569.00;0.00;0.0376;169976.00;4.00;0.284
61.00;198854.00;0.158;0.623;0.645;0.0;0.00;0.111;-5407.00;1.00;0.0334;137071.00;4.00;0.316
69.00;233880.00;0.201;0.657;0.569;138000000000.00;2.00;0.126;-6287000000000000.00;1.00;0.0542;102054.00;4.00;0.39899999999999997
48.00;142259.00;0.215;0.675;0.93;0.0;11.00;0.0638;-31310000000000000.00;0.00;0.069;129965.00;4.00;0.595
68.00;214026.00;0.428;0.82;0.5820000000000001;0.0;2.00;0.0419;-4441.00;1.00;0.0454;112064.00;4.00;0.309
60.00;220080.00;0.22399999999999998;0.649;0.5760000000000001;0.0;1.00;0.445;-5936.00;0.00;0.0449;10798900000000000.00;4.00;0.311
72.00;233028.00;0.2;0.667;0.478;0.0;2.00;0.0927;-5345.00;1.00;0.0316;11350200000000000.00;4.00;0.337
67.00;193520.00;0.23800000000000002;0.8;0.7090000000000001;0.0;6.00;0.11900000000000001;-5834.00;0.00;0.0381;12743800000000000.00;3.00;0.38799999999999996
38.00;176521.00;0.10800000000000001;0.654;0.58;0.0;2.00;0.12300000000000001;-6218.00;1.00;0.0266;120954.00;4.00;0.532
60.00;209653.00;0.0328;0.62;0.768;0.0599;8.00;0.225;-5681.00;0.00;0.10300000000000001;172.09;4.00;0.748
58.00;209360.00;0.799;0.542;0.317;0.0;0.00;0.0879;-10278000000000000.00;1.00;0.0452;85904.00;4.00;0.22399999999999998
57.00;234904.00;0.27399999999999997;0.518;0.545;231000000000.00;10.00;0.183;-7893.00;1.00;0.0385;75.06;4.00;0.162
6.00;179396.00;0.377;0.7040000000000001;0.528;0.0;2.00;0.09300000000000001;-5821000000000000.00;1.00;0.0428;139958.00;4.00;0.863
51.00;259558.00;0.779;0.354;0.20600000000000002;0.00021;0.00;0.0959;-11799000000000000.00;1.00;0.0365;139056.00;4.00;0.20199999999999999
38.00;164704.00;0.727;0.59;0.259;1.13e-06;11.00;0.114;-12309000000000000.00;1.00;0.0417;180148.00;4.00;0.46399999999999997
0.00;279671.00;0.33299999999999996;0.32299999999999995;0.59;0.0;2.00;0.10300000000000001;-6372000000000000.00;1.00;0.0328;155659.00;4.00;0.28300000000000003
57.00;206960.00;0.0558;0.41200000000000003;0.8390000000000001;0.0;9.00;0.11599999999999999;-42220000000000000.00;0.00;0.11800000000000001;116854.00;4.00;0.523
20.00;188239.00;0.8320000000000001;0.516;0.434;0.00228;8.00;0.332;-7895.00;1.00;0.0555;92.81;4.00;0.43200000000000005
1.00;179328.00;0.602;0.612;0.483;0.0;2.00;0.12;-6662000000000000.00;1.00;0.036000000000000004;79.38;4.00;0.434
27.00;176024.00;0.527;0.564;0.41200000000000003;0.0;7.00;0.11900000000000001;-8289.00;1.00;0.0421;153849.00;4.00;0.363
56.00;268926.00;0.8290000000000001;0.5660000000000001;0.139;0.937;0.00;0.11199999999999999;-22174.00;0.00;0.0371;141963.00;4.00;0.295
41.00;207600.00;0.9420000000000001;0.11900000000000001;0.163;0.8490000000000001;8.00;0.196;-25189.00;0.00;0.0566;19940200000000000.00;4.00;0.23399999999999999
51.00;262000.00;0.938;0.161;0.193;0.9590000000000001;11.00;0.106;-24546.00;0.00;0.0436;133.47;3.00;0.132
40.00;331632.00;0.97;0.18899999999999997;0.009770000000000001;0.95;8.00;0.121;-30.45;1.00;0.033;71319.00;3.00;0.076
51.00;167344.00;0.993;0.609;0.0761;0.909;0.00;0.0953;-21284000000000000.00;1.00;0.0624;142417.00;4.00;0.306
50.00;244000.00;0.978;0.221;0.17600000000000002;0.975;0.00;0.0871;-23843000000000000.00;0.00;0.0413;9748900000000000.00;4.00;0.114
41.00;236400.00;0.9279999999999999;0.669;0.0711;0.938;7.00;0.107;-20716000000000000.00;0.00;0.0288;100.0;4.00;0.0446
52.00;293647.00;0.46299999999999997;0.19899999999999998;0.11900000000000001;0.894;0.00;0.237;-21529.00;1.00;0.0388;110848.00;1.00;0.063
30.00;256206.00;0.612;0.511;0.13;0.897;2.00;0.106;-19028.00;1.00;0.0324;130.01;4.00;0.0438
61.00;186206.00;0.9440000000000001;0.369;0.174;0.912;10.00;0.259;-18425.00;1.00;0.0315;11600300000000000.00;4.00;0.0811
53.00;282000.00;0.875;0.258;0.149;0.937;9.00;0.10099999999999999;-21233.00;1.00;0.0364;121624.00;4.00;0.0384
58.00;224615.00;0.932;0.121;0.0818;0.96;3.00;0.091;-25055.00;1.00;0.0433;80232.00;4.00;0.0363
47.00;206142.00;0.608;0.526;0.45399999999999996;0.28;4.00;0.113;-11906000000000000.00;1.00;0.0292;139988.00;4.00;0.10099999999999999
55.00;208000.00;0.9420000000000001;0.166;0.14300000000000002;0.91;0.00;0.0878;-23512000000000000.00;0.00;0.0448;85977.00;4.00;0.0342
61.00;209414.00;0.9940000000000001;0.317;0.00264;0.903;3.00;0.146;-27.59;1.00;0.05;142643.00;4.00;0.14
52.00;212000.00;0.991;0.20199999999999999;0.00402;0.9009999999999999;8.00;0.275;-28875.00;1.00;0.0445;74234.00;4.00;0.0975
46.00;263041.00;0.515;0.76;0.16;0.868;1.00;0.32299999999999995;-15827.00;1.00;0.0405;120001.00;4.00;0.198
53.00;278048.00;0.574;0.38;0.312;0.845;6.00;0.0967;-16063.00;0.00;0.0314;179892.00;4.00;0.0416
53.00;330710.00;0.9329999999999999;0.507;0.08900000000000001;0.887;0.00;0.0829;-22759.00;1.00;0.0296;98031.00;4.00;0.0509
54.00;224000.00;0.991;0.33;0.00379;0.882;6.00;0.0987;-26367000000000000.00;1.00;0.073;62078.00;5.00;0.128
52.00;184922.00;0.968;0.304;0.0672;0.922;3.00;0.106;-20575.00;1.00;0.0541;66137.00;4.00;0.0347
53.00;177462.00;0.00282;0.19699999999999998;0.278;0.938;2.00;0.0999;-18.64;1.00;0.052000000000000005;73.71;1.00;0.0338
54.00;202000.00;0.991;0.337;0.00922;0.9620000000000001;10.00;0.0907;-25784000000000000.00;1.00;0.0424;69095.00;3.00;0.0393
58.00;222000.00;0.99;0.258;0.00379;0.9490000000000001;7.00;0.0853;-29298000000000000.00;1.00;0.0531;77828.00;1.00;0.0812
55.00;235500.00;0.9490000000000001;0.172;0.10300000000000001;0.9670000000000001;0.00;0.0868;-21672000000000000.00;1.00;0.0408;115834.00;5.00;0.0417
49.00;246500.00;0.995;0.287;0.0104;0.909;5.00;0.0968;-30226.00;0.00;0.0455;136689.00;4.00;0.0856
51.00;220212.00;0.61;0.335;0.22399999999999998;0.955;3.00;0.10300000000000001;-15825.00;1.00;0.035;9401700000000000.00;3.00;0.0937
55.00;222068.00;0.436;0.23600000000000002;0.22;0.785;6.00;0.0998;-13377.00;0.00;0.0293;142299.00;3.00;0.0734
41.00;228000.00;0.643;0.593;0.37;0.873;11.00;0.0805;-16.48;1.00;0.0412;79992.00;4.00;0.512
38.00;256551.00;0.602;0.48;0.40700000000000003;0.982;0.00;0.0956;-11687000000000000.00;1.00;0.0267;139.99;4.00;0.11199999999999999
46.00;236166.00;0.677;0.541;0.294;0.92;9.00;0.32899999999999996;-14865.00;0.00;0.0332;120035.00;3.00;0.486
54.00;169888.00;0.988;0.39399999999999996;0.00305;0.945;11.00;0.0934;-29896.00;1.00;0.0574;7262100000000000.00;4.00;0.114
58.00;174000.00;0.951;0.196;0.0443;0.915;2.00;0.134;-24841000000000000.00;1.00;0.0415;89772.00;4.00;0.0395
65.00;148098.00;0.983;0.6809999999999999;0.0808;0.9570000000000001;7.00;0.115;-18979.00;1.00;0.0653;79998.00;4.00;0.51
54.00;202250.00;0.9940000000000001;0.385;0.00344;0.907;8.00;0.126;-30529.00;1.00;0.0576;67665.00;3.00;0.0466
50.00;328193.00;0.963;0.594;0.0331;0.9309999999999999;5.00;0.0866;-23656.00;0.00;0.0331;9999800000000000.00;4.00;0.0602
58.00;214579.00;0.9229999999999999;0.193;0.0325;0.903;7.00;0.102;-20486.00;1.00;0.0453;70207.00;3.00;0.0457
52.00;230000.00;0.8079999999999999;0.146;0.126;0.9490000000000001;2.00;0.327;-22702000000000000.00;1.00;0.04;51607.00;4.00;0.0356
54.00;221538.00;0.941;0.19899999999999998;0.124;0.97;7.00;0.0941;-22.35;1.00;0.0383;7845100000000000.00;4.00;0.0364
39.00;261558.00;0.715;0.379;0.0836;0.8109999999999999;11.00;0.0831;-22.86;1.00;0.0273;89986.00;4.00;0.0371
55.00;234666.00;0.951;0.161;0.122;0.978;10.00;0.0916;-22329.00;1.00;0.0367;86119.00;4.00;0.0351
35.00;152340.00;0.9940000000000001;0.272;0.00266;0.866;8.00;0.10300000000000001;-31238000000000000.00;1.00;0.0424;7215100000000000.00;4.00;0.0573
41.00;232000.00;0.988;0.0812;0.0414;0.968;5.00;0.11199999999999999;-25451.00;1.00;0.0417;7763600000000000.00;3.00;0.0847
60.00;154840.00;0.935;0.0833;0.00524;0.91;7.00;0.0818;-36281.00;1.00;0.0457;70329.00;4.00;0.0361
50.00;200633.00;0.86;0.10099999999999999;0.221;0.927;9.00;0.0841;-24595.00;0.00;0.0571;20896900000000000.00;4.00;0.25
55.00;211779.00;0.992;0.33399999999999996;0.00847;0.831;8.00;0.203;-27883000000000000.00;1.00;0.044000000000000004;65779.00;5.00;0.0709
59.00;176890.00;0.995;0.38;0.00205;0.914;7.00;0.11199999999999999;-31905.00;1.00;0.0492;66528.00;4.00;0.162
41.00;257092.00;0.7879999999999999;0.644;0.038;0.948;6.00;0.111;-24141.00;0.00;0.0416;100014.00;4.00;0.11599999999999999
70.00;162407.00;0.981;0.0722;0.0619;0.968;5.00;0.373;-27257000000000000.00;1.00;0.0421;75183.00;3.00;0.0722
38.00;210000.00;0.991;0.222;0.0132;0.938;5.00;0.158;-25234.00;0.00;0.0498;73458.00;3.00;0.0566
52.00;236892.00;0.894;0.322;0.155;0.9059999999999999;0.00;0.107;-18919.00;1.00;0.0333;12378300000000000.00;4.00;0.0815
52.00;290863.00;0.943;0.127;0.0175;0.9129999999999999;9.00;0.11;-28078000000000000.00;0.00;0.0364;73207.00;3.00;0.0702
32.00;202853.00;0.8079999999999999;0.631;0.361;0.853;11.00;0.10400000000000001;-15713.00;1.00;0.0327;163979.00;4.00;0.25
38.00;231933.00;0.9309999999999999;0.535;0.166;0.9;0.00;0.10300000000000001;-15357000000000000.00;1.00;0.0353;112758.00;3.00;0.0417
51.00;255974.00;0.9840000000000001;0.341;0.0179;0.915;7.00;0.0967;-26399.00;1.00;0.0379;76.98;4.00;0.0871
46.00;207313.00;0.753;0.7440000000000001;0.18100000000000002;0.7609999999999999;6.00;0.0695;-19816.00;1.00;0.0537;140041.00;4.00;0.19899999999999998
45.00;270344.00;0.485;0.5670000000000001;0.256;0.8370000000000001;2.00;0.201;-15748.00;1.00;0.034;101021.00;4.00;0.0416
33.00;356000.00;0.993;0.35700000000000004;0.008440000000000001;0.907;2.00;0.107;-27043000000000000.00;0.00;0.0474;6822800000000000.00;4.00;0.0449
52.00;270000.00;0.9209999999999999;0.209;0.18100000000000002;0.971;10.00;0.134;-19989.00;0.00;0.0385;76244.00;4.00;0.0333
52.00;201951.00;0.9520000000000001;0.594;0.153;0.94;7.00;0.11;-17814.00;1.00;0.0419;16397300000000000.00;4.00;0.295
43.00;218100.00;0.578;0.485;0.498;0.415;7.00;0.126;-5095.00;1.00;0.0426;16588400000000000.00;4.00;0.157
52.00;297215.00;0.937;0.273;0.0937;0.877;0.00;0.5710000000000001;-18299.00;1.00;0.0295;10112200000000000.00;4.00;0.0674
48.00;255500.00;0.9940000000000001;0.304;0.0016300000000000002;0.903;6.00;0.14;-31921.00;1.00;0.0444;68815.00;3.00;0.0569
53.00;309428.00;0.899;0.684;0.231;0.935;7.00;0.114;-21574.00;0.00;0.0391;140017.00;4.00;0.0492
45.00;198540.00;0.731;0.192;0.242;0.9109999999999999;4.00;0.0999;-16254.00;1.00;0.032;157711.00;3.00;0.0395
52.00;249300.00;0.679;0.659;0.39899999999999997;0.816;7.00;0.341;-15295.00;0.00;0.0288;129996.00;4.00;0.159
47.00;284765.00;0.963;0.25;0.0718;0.9109999999999999;2.00;0.107;-22882000000000000.00;1.00;0.0366;79095.00;4.00;0.0321
53.00;228965.00;0.525;0.508;0.514;0.8809999999999999;9.00;0.0961;-11.14;0.00;0.0296;139993.00;4.00;0.263
36.00;217894.00;0.895;0.66;0.23399999999999999;0.785;0.00;0.122;-18122.00;1.00;0.0434;151934.00;4.00;0.38799999999999996
51.00;193103.00;0.8270000000000001;0.693;0.21;0.912;4.00;0.261;-18923.00;0.00;0.033;87007.00;4.00;0.24600000000000002
35.00;239217.00;0.9890000000000001;0.313;0.00575;0.7929999999999999;0.00;0.127;-27054000000000000.00;0.00;0.0471;74.36;3.00;0.0601
54.00;396600.00;0.8859999999999999;0.17;0.135;0.958;3.00;0.956;-20122.00;1.00;0.0417;134033.00;4.00;0.0372
48.00;360000.00;0.813;0.56;0.10400000000000001;0.8690000000000001;0.00;0.0714;-23131.00;1.00;0.0315;11995100000000000.00;4.00;0.039
46.00;259870.00;0.953;0.489;0.114;0.87;10.00;0.0921;-22056000000000000.00;0.00;0.0331;124022.00;4.00;0.0927
